codigo_tuss,produto,produto_tratado,laboratorio,valor
90221915,"VERSA 100MG/ML SOL.INJ.2SER.PREENCH.0,4ML+SIST.SEG",VERSA 40mg,EUROFARMA,43.98
90301064,VERTIGIUM 10 MG CX. 2 BL. X 25 CPRS. NEO,VERTIGIUM 10mg,QUIMICA,0.1724
90005694,VERTIX 10 MG. CX. 20 CPRS.,VERTIX 10mg,ACHE,0.468
90005686,VERTIX CX. 50 CPRS,VERTIX 50mg,ACHE,0.4676
90005708,VERTIX GTS. FR. 30 ML,VERTIX 30mg,ACHE,7.52
90005716,VERTIZINE D 20 CPRS.,VERTIZINE 20mg,ACHE,2.62
90143744,VERUDERM B CREME DERM. BISN. 15 G,VERUDERM 15000mg,LEGRAND,40.68
90248481,VERUTEX 20 MG/G CREME DERM. BISN. 10 G LEO,VERUTEX 10000mg,PHARMA,30.55
90248473,VERUTEX 20 MG/G CREME DERM. BISN. 15 G LEO,VERUTEX 15000mg,PHARMA,45.86
90248465,VERUTEX B 20 MG/G + 1 MG/G CREME DERM. BISN. 15 G LEO,VERUTEX 15000mg,PHARMA,59.59
90248457,VERUTEX B 20 MG/G + 1 MG/G CREME DERM. BISN. 5 G LEO,VERUTEX 5000mg,PHARMA,19.84
90433165,VERZENIOS 100 MG. CT. BL. AL. AL. X 30 CPRS. REV. ELI,VERZENIOS 100mg,LILLY,193.5896
90433181,VERZENIOS 150 MG. CT. BL. AL. AL. X 30 CPRS. REV. ELI,VERZENIOS 150mg,LILLY,277.9787
90433190,VERZENIOS 150 MG. CT. BL. AL. AL. X 60 CPRS. REV. ELI,VERZENIOS 150mg,LILLY,278.8135
90433203,VERZENIOS 200 MG. CT. BL. AL. AL. X 30 CPRS. REV. ELI,VERZENIOS 200mg,LILLY,347.1472
90433211,VERZENIOS 200 MG. CT. BL. AL. AL. X 60 CPRS. REV. ELI,VERZENIOS 200mg,LILLY,348.1893
90433149,VERZENIOS 50 MG. CT. BL. AL. AL. X 30 CPRS. REV. ELI,VERZENIOS 50mg,LILLY,96.7948
90185366,VESANOID 10 MG. 100 CAPS. GEL.,VESANOID 10mg,ROCHE,12.2091
90400216,VESANOID 10 MG. CT. FR. VD. AMB. X 10 CAPS. GEL.,VESANOID 10mg,FARMOQUIMICA,12.209
90400216,VESANOID 10MG 100CAPS GEL,VESANOID 10mg,FARMOQUIMICA,12.209
90014782,VESICARE 10 MG. BL. AL. PVC X 10 CPRS. REV.,VESICARE 10mg,ASTELLAS,5.351
90014804,VESICARE 10 MG. BL. AL. PVC X 30 CPRS. REV.,VESICARE 10mg,ASTELLAS,5.3453
90014847,VESICARE 5 MG. BL. AL. PVC X 10 CPRS. REV.,VESICARE 5mg,ASTELLAS,4.372
90014863,VESICARE 5 MG. BL. AL. PVC X 30 CPRS. REV.,VESICARE 5mg,ASTELLAS,4.3683
90327454,"VESOMNI 6 MG. + 0,4 MG. 10 CPRS.",VESOMNI 6mg,ASTELLAS,7.245
90327462,"VESOMNI 6 MG. + 0,4 MG. 30 CPRS.",VESOMNI 6mg,ASTELLAS,4.3683
90327454,"VESOMNI 6MG+0,4MG 10CPDS",VESOMNI 6mg,ASTELLAS,7.245
90327462,"VESOMNI 6MG+0,4MG 30CPDS",VESOMNI 6mg,ASTELLAS,4.3683
90405471,VFEND 200 MG X 1 AMP.,VFEND 200mg,WYETH,1347.38
90405463,VFEND 200 MG X 14 CPRS.,VFEND 200mg,WYETH,396.295
90405480,VFEND 50 MG X 14 CPRS.,VFEND 50mg,WYETH,99.0736
90259343,VI-FERRIN ELIXIR FR. 150 ML,VI-FERRIN 150mg,ELOFAR,18.8
90259351,VI-FERRIN FR. 60 CPRS. REV,VI-FERRIN 60mg,ELOFAR,0.6146
90259335,VI-FERRIN GTS. FR. 20 ML.,VI-FERRIN 20mg,ELOFAR,18.8
90405633,VIAGRA 100 MG X 4 CPRS. REV.,VIAGRA 100mg,WYETH,32.3875
90405641,VIAGRA 25 MG. X 4 CPRS. REV.,VIAGRA 25mg,WYETH,18.8225
90405684,VIAGRA 50 MG X 1 CPRS. REV.,VIAGRA 50mg,WYETH,20.67
90405668,VIAGRA 50 MG. X 2 CPRS. REV.,VIAGRA 50mg,WYETH,20.695
90405650,VIAGRA 50 MG. X 4 CPRS. REV.,VIAGRA 50mg,WYETH,20.69
90405676,VIAGRA 50 MG. X 8 CPRS. REV.,VIAGRA 50mg,WYETH,20.685
90320824,VIATINE 10 MG. CT. BL. AL/AL X 10 CPRS. REV.,VIATINE 10mg,SCHERING-PLOUGH,1.568
90320832,VIATINE 10 MG. CT. BL. AL/AL X 30 CPRS. REV.,VIATINE 10mg,SCHERING-PLOUGH,1.6417
90320875,VIATINE 4 MG. CT. BL. AL/AL X 10 CPRS. MAST.,VIATINE 4mg,SCHERING-PLOUGH,1.778
90320867,VIATINE 4 MG. CT. BL. AL/AL X 30 CPRS. MAST.,VIATINE 4mg,SCHERING-PLOUGH,1.7772
90320840,VIATINE 5 MG. CT. BL. AL/AL X 10 CPRS. MAST.,VIATINE 5mg,SCHERING-PLOUGH,2.045
90320859,VIATINE 5 MG. CT. BL. AL/AL X 30 CPRS. MAST.,VIATINE 5mg,SCHERING-PLOUGH,2.0436
90193229,VIBRADOXIN 100 MG. 15 CPRS. SOL.,VIBRADOXIN 100mg,SANDOZ,0.9565
90133773,VIBRAMICINA COMPRIMIDOS SOLÚVEIS 100 MG. 20 CPRS. SOL.,VIBRAMICINA 100mg,WYETH,3.7155
90133765,VIBRAMICINA DRÁGEAS 100 MG. 15 DRAGS.,VIBRAMICINA 100mg,WYETH,3.598
90355180,"VICK INALADOR TB. PLAST. 0,5 G PROCTER &",VICK 500mg,GAMBLE,9.12
90272730,VICK PYRENA MACA/CANELA ENV. 5 G PROCTER &,VICK 5000mg,GAMBLE,0.0486
90272706,VICK PYRENA MEL / LIMAO ENV. 5 G PROCTER &,VICK 5000mg,GAMBLE,0.0486
90321669,VICK VAPORUB UNGUENTO LATA 12 G PROCTER &,VICK 12000mg,GAMBLE,9.24
90321677,VICK VAPORUB UNGUENTO POTE 30 G PROCTER &,VICK 30000mg,GAMBLE,19.53
90321685,VICK VAPORUB UNGUENTO POTE 50 G PROCTER &,VICK 50000mg,GAMBLE,30.67
90426126,VICOG 5MG 90CPDS,VICOG 5mg,MARJAN,0.5893
90254562,VICOG CX. 10 CPRS.,VICOG 10mg,MARJAN,0.646
90150260,VICOG CX. 30 CPRS,VICOG 30mg,MARJAN,0.646
90426126,VICOG CX. 90 CPRS.,VICOG 90mg,MARJAN,0.5893
90173775,VICTOZA 6 MG/ML SOL. INJ. X 2 CARPS. VD. INC. NOVO,VICTOZA 6mg,NORDISK,200.86
90193261,VIDENFIL 50 MG. BL. 2 CPRS.,VIDENFIL 50mg,SANDOZ,2.235
90193270,VIDENFIL 50 MG. BL. 4 CPRS.,VIDENFIL 50mg,SANDOZ,1.5725
90032560,VIDISIC GEL. OFT. TUBO 10 G BAUSCH &,VIDISIC 10000mg,LOMB,31.73
90296702,VIDMAX 100 MG. BL. 10 CPRS. REV.,VIDMAX 100mg,ACHE,1.93
90296710,VIDMAX 100 MG. BL. 60 CPRS. REV.,VIDMAX 100mg,ACHE,2.0536
90296664,VIDMAX 25 MG. BL. 10 CPRS. REV.,VIDMAX 25mg,ACHE,0.478
90296672,VIDMAX 25 MG. BL. 60 CPRS. REV.,VIDMAX 25mg,ACHE,0.5022
90296680,VIDMAX 50 MG. BL. 10 CPRS. REV.,VIDMAX 50mg,ACHE,0.955
90296699,VIDMAX 50 MG. BL. 60 CPRS. REV.,VIDMAX 50mg,ACHE,1.0436
90392256,VIE 10 MG. CT. BL. X 30 CPRS. REV.,VIE 10mg,ACHE,1.162
90392264,VIE 10 MG. CT. BL. X 60 CPRS. REV.,VIE 10mg,ACHE,0.769
90422740,VIE 10 MG. CT. BL. X 7 CPRS. REV.,VIE 10mg,ACHE,1.5714
90392256,VIE 10MG 30CPDS REV.,VIE 10mg,ACHE,1.1608
90392264,VIE 10MG 60CPDS REV.,VIE 10mg,ACHE,0.7705
90422740,VIE 10MG 7CPDS REV.,VIE 10mg,ACHE,1.5719
90330455,"VIEKIRA 12,5+75+50+250MG 112CPDS REV.",VIEKIRA 12.5mg,ABBVIE,672.9122
90330455,"VIEKIRA PAK 250 MG. CPRS. REV. + 12,5 MG. + 75 MG. + 50 MG C",VIEKIRA 250mg,ABBVIE,672.9122
90006208,VIEWGAM (RESTRITO HOSP.) 10 ML - UNID. ALKO DO,VIEWGAM 10mg,BRASIL,14.767
90006216,VIEWGAM (RESTRITO HOSP.) 15 ML - UNID. ALKO DO,VIEWGAM 15mg,BRASIL,22.143
90297644,VIGADEXA 5+1MG/ML SOL.OFT.5ML,VIGADEXA 5mg,ALCON,28.22
90297610,VIGAMOX 5MG/ML SOL.OFT.5ML,VIGAMOX 25mg,ALCON,29.58
90295781,VIKATRON 10 MG/ML SOL. INJ. CX. 100 AMPS. VD. AMB. X 1 ML BLAU,VIKATRON 10mg,FARM.,2.567
90295781,VIKATRON 10MG/ML SOL.INJ.100AMP 1ML,VIKATRON 10mg,BLAU,2.567
90039327,VILNE (RESTRITO HOSP.) 10 MG/ML SOL. INJ. CT. FA VD. INC. X,VILNE 10mg,CHEMICALTECH,816.99
90039319,VILNE (RESTRITO HOSP.) 10 MG/ML SOL. INJ. CT. FA VD. INC. X,VILNE 10mg,CHEMICALTECH,173.87
90217160,VIMOVO 500 MG. + 20 MG. FR. 20 CPRS. REV.,VIMOVO 500mg,ASTRAZENECA,1.362
90317912,VIMPAT 10 MG/ML SOL. INFUS. CT. FA VD. INC. X 20 ML MEIZLER,VIMPAT 200mg,UCB,154.45
90317904,VIMPAT 10 MG/ML SOL. OR. CT. FR. VD. AMB. 200 ML,VIMPAT 2000mg,MEIZLER,140.27
90317823,VIMPAT 100 MG. CT. BL. AL. PLAS. INC. X 28 CPRS. REV.,VIMPAT 100mg,MEIZLER,7.0108
90317912,VIMPAT 10MG/ML 20ML MEIZLER,VIMPAT 200mg,UCB,154.45
90317858,VIMPAT 150 MG. CT. BL. AL. PLAS. INC. X 28 CPRS. REV.,VIMPAT 150mg,MEIZLER,10.5161
90317882,VIMPAT 200 MG. CT. BL. AL. PLAS. INC. X 28 CPRS. REV.,VIMPAT 200mg,MEIZLER,13.6885
90317807,VIMPAT 50 MG. CT. BL. AL. PLAS. INC. X 14 CPRS. REV.,VIMPAT 50mg,MEIZLER,3.5022
90211502,VIREAD (ICMS 0%) 300 MG. FR. 30 CPRS. UNITED,VIREAD 0mg,MEDICAL,39.1725
90211502,VIREAD 300MG FR 30CPDS REV. UNITED,VIREAD 300mg,MEDICAL,39.1725
90333950,VIRINEO 50 MG. 1 CPR. REV. NEO,VIRINEO 50mg,QUIMICA,12.89
90333969,VIRINEO 50 MG. 2 CPRS. REV. NEO,VIRINEO 50mg,QUIMICA,12.91
90348257,"VISAZUL COLIRIO SOL. OFT. 0,5 + 1,0 + 0,025 FR. 20 ML NEO",VISAZUL 0.5mg,QUIMICA,8.19
90285557,VISIPAQUE 550 MG/ML (RESTRITO HOSP.) FRASCOS 100 ML VIDRO/PL GE HEALTHCARE DO,VISIPAQUE 55000mg,BR,508.68
90285506,VISIPAQUE 550 MG/ML (RESTRITO HOSP.) FRASCOS 50 ML VIDRO/PLA GE HEALTHCARE DO,VISIPAQUE 27500mg,BR,258.7
90285573,VISIPAQUE 550 MG/ML (RESTRITO HOSP.) FRASCOS 500 ML PLASTICO GE HEALTHCARE DO,VISIPAQUE 275000mg,BR,2464.2
90285506,VISIPAQUE 550MG/ML FA VD.TRANSP.50ML GE HEALTHCARE,VISIPAQUE 27500mg,BRASI,258.7
90285557,VISIPAQUE 550MG/ML FR.PLAST.TRANSP.100ML GE HEALTHCARE,VISIPAQUE 55000mg,BRASI,508.68
90285506,VISIPAQUE 550MG/ML FR.PLAST.TRANSP.50ML GE HEALTHCARE,VISIPAQUE 27500mg,BRASI,258.7
90285590,VISIPAQUE 652 MG/ML (RESTRITO HOSP.) FRASCOS 100 ML VIDRO/PL GE HEALTHCARE DO,VISIPAQUE 65200mg,BR,565.43
90285581,VISIPAQUE 652 MG/ML (RESTRITO HOSP.) FRASCOS 50 ML VIDRO/PLA GE HEALTHCARE DO,VISIPAQUE 32600mg,BR,282.72
90356799,VISIPAQUE 652 MG/ML (RESTRITO HOSP.) FRASCOS 500 ML PLASTICO GE HEALTHCARE DO,VISIPAQUE 326000mg,BR,2821.72
90285590,VISIPAQUE 652MG/ML FR.PLAST.TRANSP.100ML GE HEALTHCARE,VISIPAQUE 65200mg,BRASI,565.43
90285581,VISIPAQUE 652MG/ML FR.PLAST.TRANSP.50ML GE HEALTHCARE,VISIPAQUE 32600mg,BRASI,282.72
90356799,VISIPAQUE 652MG/ML SOL.INJ.500ML GE HEALTHCARE,VISIPAQUE 326000mg,BRASI,2821.72
90173287,VISKEN 10 MG. CT. 2 BL. AL. PLAS. INC. X 10 CPRS.,VISKEN 10mg,NOVARTIS,2.2435
90173295,VISKEN 5 MG. CT. 2 BL. AL. PLAS. INC. X 10 CPRS.,VISKEN 5mg,NOVARTIS,1.2575
90173309,VISUDYNE 15 MG. PO SOL. + KIT.,VISUDYNE 15mg,NOVARTIS,6860.72
90419790,VISULIN N 100 UI/ML SUSP. INJ. FR. AMP. 10 ML,VISULIN 100mg,EMS,23.55
90263138,VITA E FR. 30 CAPS.,VITA 30mg,ACHE,0.8728
90211189,VITA K (RESTRITO HOSP.) 10 MG/ML SOL. INJ. 50 AMPS. X 1 ML ( UNIAO,VITA 10mg,QUIMICA,3.2774
90227859,VITACID ACNE BISN. 25 G,VITACID 25000mg,THERASKIN,64.57
90203798,VITACID CREME BISN. 25 G.,VITACID 25000mg,THERASKIN,34.01
90203780,VITACID GEL BISN. 25 G,VITACID 25000mg,THERASKIN,23.8
90203801,VITACID PLUS BISN. 15 G,VITACID 15000mg,THERASKIN,81.85
90203810,VITACID XT BISN. 25 G,VITACID 25000mg,THERASKIN,42.19
90279310,VITACIN 200 MG/ML. SOL. ORAL CT. GTS. FR. AMB. X 20 ML.,VITACIN 4000mg,GEOLAB,8.96
90048571,VITADERME 1 BISN. PLAST. C/50 G,VITADERME 50000mg,CRISTALIA,46.24
90200128,VITADESAN (RESTRITO HOSP.) (3000+800) UI/ML SOL. ORAL CX. 50,VITADESAN 3000mg,SANVAL,9.896
90361768,VITAMINA B1 300 MG. CX. 30 CPRS. REV. NEO,VITAMINA 1300mg,QUIMICA,0.5811
90073436,VITAMINA C 500 MG/5 ML - CX. 100 AMPS. VD.,VITAMINA 500mg,FARMACE,0.9047
90418646,VITARA 10 MG. CT. BL. AL. AL. X 30 CPRS. CELLERA,VITARA 10mg,FARMA,6.034
90418646,VITARA 10MG 30CPDS CELLERA,VITARA 10mg,FARMA,6.028
90418611,"VITARA 2,5 MG. CT. BL. AL. AL. X 30 CPRS. CELLERA",VITARA 2.5mg,FARMA,1.815
90418611,"VITARA 2,5MG 30CPDS CELLERA",VITARA 2.5mg,FARMA,1.8132
90418638,VITARA 5 MG. CT. BL. AL. AL. X 30 CPRS. CELLERA,VITARA 5mg,FARMA,3.352
90418620,VITARA 5 MG. CT. BL. AL. AL. X 7 CPRS. CELLERA,VITARA 5mg,FARMA,3.3514
90418638,VITARA 5MG 30CPDS CELLERA,VITARA 5mg,FARMA,3.3486
90418620,VITARA 5MG 7CPDS CELLERA,VITARA 5mg,FARMA,3.3524
90295820,VITARISTON C (RESTRITO HOSP.) 100 MG/ML SOL. INJ. CX. 50 AMP. BLAU,VITARISTON 100mg,FARM.,0.9634
90295838,VITARISTON C (RESTRITO HOSP.) 200 MG/ML SOL. INJ. CX. 50 AMP. BLAU,VITARISTON 200mg,FARM.,1.0912
90322150,VITASANTISA (RESTRITO HOSP.) 100 MG/ML SOL. INJ. CX. 100 AMP,VITASANTISA 100mg,SANTISA,0.6545
90254546,VITERGAN MASTER CX. 30 CAPS.,VITERGAN 30mg,MARJAN,2.0889
90264142,"VIVENCIA 1,5 MG. CT. BL. AL. PLAS. TRANS. X 30 CAPS.",VIVENCIA 1.5mg,ACHE,5.978
90264142,"VIVENCIA 1,5MG 30CAPS GEL.DURA",VIVENCIA 1.5mg,ACHE,5.972
90264150,"VIVENCIA 3,0 MG. CT. BL. AL. PLAS. TRANS. X 30 CAPS.",VIVENCIA 3mg,ACHE,6.8523
90264150,"VIVENCIA 3,0MG 30CAPS GEL.DURA",VIVENCIA 3mg,ACHE,6.8455
90264177,"VIVENCIA 4,5 MG. CT. BL. AL. PLAS. TRANS. X 30 CAPS.",VIVENCIA 4.5mg,ACHE,7.7853
90264177,"VIVENCIA 4,5MG 30CAPS GEL.DURA",VIVENCIA 4.5mg,ACHE,7.7775
90264185,"VIVENCIA 6,0 MG. CT. BL. AL. PLAS. TRANS. X 30 CAPS.",VIVENCIA 6mg,ACHE,7.9447
90264185,"VIVENCIA 6,0MG 30CAPS GEL.DURA",VIVENCIA 6mg,ACHE,7.9367
90241215,VIVERDAL 1 MG. 30 CPRS. REV. UNIAO,VIVERDAL 1mg,QUIMICA,0.4452
90241223,VIVERDAL 2 MG. 30 CPRS. REV. UNIAO,VIVERDAL 2mg,QUIMICA,0.4522
90241231,VIVERDAL 3 MG. 30 CPRS. REV. UNIAO,VIVERDAL 3mg,QUIMICA,0.4595
90381491,"VOCETY 5,0 MG. CT. BL. AL./AL. X 10 CPRS. REV.",VOCETY 5mg,GLENMARK,2.982
90381505,"VOCETY 5,0 MG. CT. BL. AL./AL. X 30 CPRS. REV.",VOCETY 5mg,GLENMARK,2.9823
90381513,"VOCETY 5,0 MG. CT. BL. AL./AL. X 90 CPRS. REV.",VOCETY 5mg,GLENMARK,2.9824
90381491,"VOCETY 5,0MG 10CPDS REV.",VOCETY 5mg,GLENMARK,2.982
90381505,"VOCETY 5,0MG 30CPDS REV.",VOCETY 5mg,GLENMARK,2.9794
90381513,"VOCETY 5,0MG 90CPDS REV.",VOCETY 5mg,GLENMARK,2.9795
90261550,VODOL 20 MG/G AEROSOL TB. AL. X 75 G UNIAO,VODOL 75000mg,QUIMICA,33.27
90324080,VODOL 20 MG/ML LOCAO FR. SPRAY X 60 ML UNIAO,VODOL 1200mg,QUIMICA,28.12
90211243,VODOL CREME BISN. 28 G. UNIAO,VODOL 28000mg,QUIMICA,18.27
90211260,VODOL PO TB. 30 G. UNIAO,VODOL 30000mg,QUIMICA,24.09
90414233,VOFLUR (RESTRITO HOSP.) 1 MG/ML SOL. INAL. CT. FR. VD. AMB. X UNIAO,VOFLUR 1mg,QUIMICA,533.1
90414144,VOFLUR (RESTRITO HOSP.) 1 ML/ML. SOL. INAL. CT. FR. AMB. X 25 UNIAO,VOFLUR 1mg,QUIMICA,1539.27
90414233,VOFLUR 1ML/ML SOL.INAL.100ML UNIAO,VOFLUR 1mg,QUIMICA,533.1
90414144,VOFLUR 1ML/ML SOL.INAL.250ML UNIAO,VOFLUR 1mg,QUIMICA,1539.27
90090560,VOLIBRIS 10 MG 30 CPRS.,VOLIBRIS 10mg,GLAXOSMITHKLINE,129.3672
90090578,VOLIBRIS 5 MG 30 CPRS.,VOLIBRIS 5mg,GLAXOSMITHKLINE,64.6836
90039157,VOLNAC CREME DERM. BISN. 28 G,VOLNAC 28000mg,CAZI,15.74
90039165,VOLNAC LOCAO FR. VD. 30 ML,VOLNAC 30mg,CAZI,14.05
90320751,VOLTAREN (*) 50 MG. 20 CE,VOLTAREN 50mg,NOVARTIS,1.414
90173350,VOLTAREN (*) 75 MG. 5 AMPS.,VOLTAREN 75mg,NOVARTIS,2.812
90173325,VOLTAREN (*) RETARD 100 MG. 10 CE,VOLTAREN 100mg,NOVARTIS,2.734
90173341,VOLTAREN (RESTRITO HOSP.) 75 MG. 50 AMPS,VOLTAREN 75mg,NOVARTIS,2.3356
90320751,VOLTAREN 50MG 20CPDS,VOLTAREN 50mg,NOVARTIS,1.414
90320743,VOLTAREN 50MG 20CPDS REV.LIB.RETARD.,VOLTAREN 50mg,NOVARTIS,1.414
90076354,"VOLUVEN (RESTRITO HOSP.) 130/0,4 6% (BOLSA) 1 X 500 ML FRESENIUS",VOLUVEN 130mg,KABI,128.97
90234049,VOMISTOP GTS. FR. 10 ML,VOMISTOP 10mg,MEDQUIMICA,4.74
90435400,VONAU 4 MG. CX. 10 CPRS. BIOLAB,VONAU 4mg,SANUS,2.618
90435419,VONAU 8 MG. CX. 10 CPRS. BIOLAB,VONAU 8mg,SANUS,5.154
90376390,VORI (RESTRITO HOSP.) 200 MG. PO LIOF. SOL. INJ. INFUS. IV C,VORI 200mg,CRISTALIA,1347.2
90302885,VORI 200 MG. 14 CPRS. REV.,VORI 200mg,CRISTALIA,257.5921
90302885,VORI 200MG 14CPDS REV.,VORI 200mg,CRISTALIA,257.4891
90376390,VORI INJ 200MG PO LIOF.SOL.INJ.INFUS.1FA,VORI 200mg,CRISTALIA,1347.2
90326156,VORICONAZOL - GENERICO (RESTRITO HOSP.) 200 MG. COM. REV. CT,VORICONAZOL 200mg,ACCORD,257.5914
90398238,VORICONAZOL - GENERICO (RESTRITO HOSP.) 200 MG. PO LIOF. 1 FA,VORICONAZOL 200mg,CRISTALIA,875.79
90398238,VORICONAZOL - GENERICO (RESTRITO HOSP.) 200 MG. PO LIOF. 1 FA,VORICONAZOL 200mg,CRISTALIA,875.79
90326180,VORICONAZOL - GENERICO (RESTRITO HOSP.) 50 MG. COM. REV. CT.,VORICONAZOL 50mg,ACCORD,64.398
90302664,VORICONAZOL - GENERICO 200 MG. 14 CPRS.,VORICONAZOL 200mg,CRISTALIA,257.5907
90326091,VORICONAZOL - GENERICO 200 MG. COM. REV. CT. BL. AL. PLAS. I,VORICONAZOL 200mg,ACCORD,257.585
90326105,VORICONAZOL - GENERICO 200 MG. COM. REV. CT. BL. AL. PLAS. I,VORICONAZOL 200mg,ACCORD,257.59
90326113,VORICONAZOL - GENERICO 200 MG. COM. REV. CT. BL. AL. PLAS. I,VORICONAZOL 200mg,ACCORD,257.6687
90326121,VORICONAZOL - GENERICO 200 MG. COM. REV. CT. BL. AL. PLAS. I,VORICONAZOL 200mg,ACCORD,257.591
90326130,VORICONAZOL - GENERICO 200 MG. COM. REV. CT. BL. AL. PLAS. I,VORICONAZOL 200mg,ACCORD,257.4877
90326148,VORICONAZOL - GENERICO 200 MG. COM. REV. CT. BL. AL. PLAS. I,VORICONAZOL 200mg,ACCORD,257.3337
90406001,VORICONAZOL - GENERICO 200 MG. FCT 2X7 BLST,VORICONAZOL 200mg,WYETH,257.5907
90405994,VORICONAZOL - GENERICO 200 MG. SFDPO 1X1 GVIAL BR,VORICONAZOL 1000mg,WYETH,875.79
90326164,VORICONAZOL - GENERICO 50 MG. COM. REV. CT. BL. AL. PLAS. IN,VORICONAZOL 50mg,ACCORD,64.405
90326059,VORICONAZOL - GENERICO 50 MG. COM. REV. CT. BL. AL. PLAS. IN,VORICONAZOL 50mg,ACCORD,64.4
90326172,VORICONAZOL - GENERICO 50 MG. COM. REV. CT. BL. AL. PLAS. IN,VORICONAZOL 50mg,ACCORD,64.4165
90326067,VORICONAZOL - GENERICO 50 MG. COM. REV. CT. BL. AL. PLAS. IN,VORICONAZOL 50mg,ACCORD,64.399
90326075,VORICONAZOL - GENERICO 50 MG. COM. REV. CT. BL. AL. PLAS. IN,VORICONAZOL 50mg,ACCORD,64.3714
90326083,VORICONAZOL - GENERICO 50 MG. COM. REV. CT. BL. AL. PLAS. IN,VORICONAZOL 50mg,ACCORD,64.3336
90326091,VORICONAZOL 200MG 2CPDS REV.,VORICONAZOL 200mg,ACCORD,257.585
90326059,VORICONAZOL GEN. 50MG 5CPDS REV.,VORICONAZOL 50mg,ACCORD,64.4
90326156,VORICONAZOL GEN.200MG 100CPDS REV.,VORICONAZOL 200mg,ACCORD,257.5914
90326121,VORICONAZOL GEN.200MG 10CPDS REV.,VORICONAZOL 200mg,ACCORD,257.591
90326130,VORICONAZOL GEN.200MG 14CPDS REV.,VORICONAZOL 200mg,ACCORD,257.4877
90406001,VORICONAZOL GEN.200MG 14CPDS REV.,VORICONAZOL 200mg,WYETH,257.4877
90302664,VORICONAZOL GEN.200MG 2BLX7CPDS REV.,VORICONAZOL 200mg,CRISTALIA,257.4877
90326148,VORICONAZOL GEN.200MG 30CPDS REV.,VORICONAZOL 200mg,ACCORD,257.3337
90326105,VORICONAZOL GEN.200MG 5CPDS REV.,VORICONAZOL 200mg,ACCORD,257.59
90326113,VORICONAZOL GEN.200MG 7CPDS REV.,VORICONAZOL 200mg,ACCORD,257.6687
90405994,VORICONAZOL GEN.200MG PO SOL.INJ.INFUS IV 1FA,VORICONAZOL 200mg,WYETH,875.79
90326180,VORICONAZOL GEN.50MG 100CPDS REV.,VORICONAZOL 50mg,ACCORD,64.398
90326067,VORICONAZOL GEN.50MG 10CPDS REV.,VORICONAZOL 50mg,ACCORD,64.399
90326075,VORICONAZOL GEN.50MG 14CPDS REV.,VORICONAZOL 50mg,ACCORD,64.3714
90326164,VORICONAZOL GEN.50MG 2CPDS REV.,VORICONAZOL 50mg,ACCORD,64.405
90326083,VORICONAZOL GEN.50MG 30CPDS REV.,VORICONAZOL 50mg,ACCORD,64.3336
90326172,VORICONAZOL GEN.50MG 7CPDS REV.,VORICONAZOL 50mg,ACCORD,64.4165
90384903,VOTRIENT (RESTRITO HOSP.) 200 MG. FR. 30 CPRS. REV.,VOTRIENT 200mg,NOVARTIS,69.9377
90384911,VOTRIENT (RESTRITO HOSP.) 400 MG. FR. 30 CPRS. REV.,VOTRIENT 400mg,NOVARTIS,139.9187
90384920,VOTRIENT (RESTRITO HOSP.) 400 MG. FR. 60 CPRS. REV.,VOTRIENT 400mg,NOVARTIS,139.9187
90287983,VPRID 400 U PO LIOF. INJ. CT. FA VD. INC.,VPRID 400mg,SHIRE,4361.84
90032489,VUDIRAX - LAMIVUDINA (ICMS 0%) 150 MG. FR. 60 CPRS. MAST.,VUDIRAX 0mg,BLAUSIEGEL,7.7578
90334310,VULNAGEN CREME VAG. 20 MG/G + 30 MG/G BISN. 35 G NEO,VULNAGEN 35000mg,QUIMICA,45.1
90035879,VUMON (RESTRITO HOSP.) 50 MG. INJ. CX. C/10 AMP. X 5 ML (EMB,VUMON 50mg,B-MS,86.54
90369653,VYNDAGEL 20MG 30CAPS,VYNDAGEL 20mg,PFIZER,783.3345
90369653,VYNDAQEL 20 MG. 2 BL. X 15 CAPS.,VYNDAQEL 20mg,PFIZER,784.1187
90163370,VYTORIN 10 MG/10 MG. CX. BL. 28 CPRS. MERCK SHARP &,VYTORIN 10mg,DOHME,3.6907
90340590,VYTORIN 10 MG/10 MG. CX. BL. 30 CPRS. MERCK SHARP &,VYTORIN 10mg,DOHME,3.6917
90163389,VYTORIN 10 MG/20 MG. CX. BL. 14 CPRS. MERCK SHARP &,VYTORIN 10mg,DOHME,3.6907
90163397,VYTORIN 10 MG/20 MG. CX. BL. 28 CPRS. MERCK SHARP &,VYTORIN 10mg,DOHME,3.6907
90340604,VYTORIN 10 MG/20 MG. CX. BL. 30 CPRS. MERCK SHARP &,VYTORIN 10mg,DOHME,3.6917
90163400,VYTORIN 10 MG/40 MG. CX. BL. 14 CPRS. MERCK SHARP &,VYTORIN 10mg,DOHME,6.4631
90163419,VYTORIN 10 MG/40 MG. CX. BL. 28 CPRS. MERCK SHARP &,VYTORIN 10mg,DOHME,6.4653
90340612,VYTORIN 10 MG/40 MG. CX. BL. 30 CPRS. MERCK SHARP &,VYTORIN 10mg,DOHME,6.4667
90163435,VYTORIN 10 MG/80 MG. CX. BL. 28 CPRS. MERCK SHARP &,VYTORIN 10mg,DOHME,6.5941
