codigo_tiss,codigo_tuss,produto,laboratorio,valor,cobranca
0000064661,90332458,SANY D 1000UI 30CPDS REV.,ACHE,0.9164,
0000064662,90332440,SANY D 2.000 UI CT. BL. X 30 CPRS. REV.,ACHE,1.3107,
0000064662,90332440,SANY D 2000UI 30CPDS REV.,ACHE,1.3094,
0000064664,90346963,SANY D 50.000 UI CT. BL. X 4 CPRS. REV.,ACHE,13.3475,
0000064664,90346963,SANY D 5000UI 4CPDS REV.,ACHE,13.3475,
0000064663,90332431,SANY D 7.000 UI CT. BL. X 8 CPRS. REV.,ACHE,2.7413,
0000064663,90332431,SANY D 7000UI 8CPDS REV.,ACHE,2.7413,
0000052248,90254805,SAPHRIS 10 MG. 20 CPRS.,SCHERING-PLOUGH,8.698,
0000052249,90254813,SAPHRIS 10 MG. 60 CPRS.,SCHERING-PLOUGH,8.7157,
0000055799,90236432,SAPHRIS 5 MG. 20 CPRS.,SCHERING-PLOUGH,8.336,
0000055800,90236424,SAPHRIS 5 MG. 60 CPRS.,SCHERING-PLOUGH,8.3517,
0000001939,90247086,SARIDON 20 CPRS.,BAYER,0.971,
0000047638,90284437,SARIDON CX. 25 BL. X 4 CPRS. (EMB. MULT.),BAYER,0.9987,
0000065778,90354869,SAXENDA 6 MG/ML SOL. INJ. CT. X 3 CARP. VD. TRANS. X 3 ML X NOVO,NORDISK,200.8667,
0000065778,90354869,SAXENDA 6MG/ML INJ.X3CARP.3MLX3SIST.APLIC.PLAS. NOVO,NORDISK,200.8466,
0000075131,90406737,"SAYANA 160 MG/ML. 1 X 0,65 ML. UNJ BR",WYETH,33.43,
0000075131,90406737,"SAYANA 160MG/ML SUSP.INJ.SER.PREENC.0,65ML+AG.",WYETH,33.43,
0000073260,90148851,SCAFLAM 100 MG. 12 CPRS. MANTECORP,FARMASA,2.74,
0000003020,90261291,SCALID 100 MG. CX. 12 CPRS UNIAO,QUIMICA,1.0737,
0000014593,90121678,SEACALCIT (RESTRITO HOSP.) 200 UI/DOSE - CT. FR. SPRAY NAS.,BERGAMO,186.02,REAL
0000058370,90325648,"SEASONIQUE 0,15 + 0,03 MG/0,01 MG. 91 CPRS. REV.",TEVA,0.3568,
0000013810,90380908,SECFAR 1000 MG. CX. 2 CPRS.,ELOFAR,8.96,
0000013811,90380916,SECFAR 1000 MG. CX. 4 CPRS.,ELOFAR,8.2675,
0000011532,90059395,SECNAXIDOL 1 G 2 CPRS.,EMS,9.61,
0000001952,90196856,SECNIDAL 1000 MG 4 CPRS.,SANOFI-AVENTIS,13.17,
0000001951,90196848,SECNIDAL 1000 MG. 2 CPRS.,SANOFI-AVENTIS,14.055,
0000048390,90182910,SECNIDAZOL - GENERICO (RESTRITO HOSP.) 1000 MG. COM. REV. CT PRATI,DONADUZZI,4.0706,REAL
0000010574,90139356,SECNIDAZOL - GENERICO 1 G 2 CPRS. TEUTO,BRAS.,5.655,
0000010575,90139364,SECNIDAZOL - GENERICO 1 G 4 CPRS. TEUTO,BRAS.,5.12,
0000071076,90383524,SECNIDAZOL - GENERICO 1 G BL. 2 CPRS. REV. NOVA,QUIMICA,8.225,
0000071077,90383532,SECNIDAZOL - GENERICO 1 G BL. 4 CPRS. REV. NOVA,QUIMICA,7.8175,
0000010578,90375068,SECNIDAZOL - GENERICO 1 G CX. 1 BL. X 2 CPRS. NEO,QUIMICA,8.125,
0000010577,90368860,SECNIDAZOL - GENERICO 1000 MG 2 CPRS.,MEDLEY,8.935,
0000010576,90368878,SECNIDAZOL - GENERICO 1000 MG 4 CPRS.,MEDLEY,8.275,
0000010580,90187873,SECNIDAZOL - GENERICO 1000 MG. 2 BL. X 2 CPRS.,RANBAXY,5.33,
0000010579,90187865,SECNIDAZOL - GENERICO 1000 MG. BL. 2 CPRS.,RANBAXY,5.32,
0000056500,90310322,SECNIDAZOL - GENERICO 1000 MG. BL. AL. PLAS. OPC. X 2 CPRS.,SANDOZ,7.445,
0000056501,90310330,SECNIDAZOL - GENERICO 1000 MG. BL. AL. PLAS. OPC. X 4 CPRS.,SANDOZ,5.91,
0000027656,90182928,SECNIDAZOL - GENERICO 1000 MG. COM. REV. CT. BL. AL. PLAS. I PRATI,DONADUZZI,7.84,
0000027657,90182952,SECNIDAZOL - GENERICO 1000 MG. COM. REV. CT. BL. AL. PLAS. I PRATI,DONADUZZI,7.79,
0000073344,90238052,SECNIDAZOL - GENERICO 1000 MG. COM. REV. CT. BL. AL. PLAS. IN PRATI,DONADUZZI,4.1743,
0000075923,90410173,SECNIDAZOL - GENERICO 1000 MG. CT. BL. AL. PLAS. TRANS. X 4 C,PHARLAB,5.61,
0000073302,90385241,SECNIDAZOL - GENERICO 1000 MG. CX. 2 CPRS.,PHARLAB,6.475,
0000010572,90059409,SECNIDAZOL - GENERICO 30 MG/ML PO SUSP. FR. X 15 ML,EMS,10.47,
0000010573,90059417,SECNIDAZOL - GENERICO 30 MG/ML PO SUSP. FR. X 30 ML,EMS,14.25,
0000075518,90301617,SECNIDAZOL - GENERICO CX. 2 CPRS.,BRASTERAPICA,6.57,
0000075519,90301625,SECNIDAZOL - GENERICO CX. 4 CPRS.,BRASTERAPICA,5.5825,
0000056500,90310322,SECNIDAZOL GEN.1000MG 2CPDS,SANDOZ,7.445,
0000071076,90383524,SECNIDAZOL GEN.1000MG 2CPDS REV. NOVA QUIMICA,GEN,8.225,
0000056501,90310330,SECNIDAZOL GEN.1000MG 4CPDS,SANDOZ,5.91,
0000071077,90383532,SECNIDAZOL GEN.1000MG 4CPDS REV. NOVA QUIMICA,GEN,7.8175,
0000051223,90251962,SECNIHEXAL 1000 MG. 2 CPRS.,SANDOZ,9.525,
0000051224,90251970,SECNIHEXAL 1000 MG. 4 CPRS.,SANDOZ,8.475,
0000052102,90033329,"SECOTEX 0,4 MG. BL. 30 CPRS. REV. BOEHRINGER",INGELHEI,4.2574,
0000041417,90312228,SEDALEX BL. AL. PLAS. LAR. X 30 CPRS. TEUTO,BRAS.,0.3886,
0000060095,90312236,SEDALEX BL. AL. PLAS. OPC. X 200 CPRS. TEUTO,BRAS.,0.3894,
0000060096,90312244,SEDALEX BL. AL. PLAS. OPC. X 240 CPRS. TEUTO,BRAS.,0.3925,
0000077588,90248503,SEDAVAN 3 MG/ML XPE. CT. FR. VD. AMB. X 100 ML,FARMOQUIMICA,18.27,
0000077587,90248511,SEDAVAN 6 MG/ML XPE. CT. FR. VD. AMB. X 100 ML,FARMOQUIMICA,22.61,
0000044186,90139402,SEDILAX (RESTRITO HOSP.) CX. BL. 200 CPRS. (HOSP.) TEUTO,BRAS.,0.8611,REAL
0000012414,90038983,SEDOL 30 MG. + 300 MG. + 30 MG. CX. 200 CPRS.,CAZI,0.5631,
0000012412,90038991,SEDOL CX. 20 DRAGS.,CAZI,0.547,
0000012413,90039009,SEDOL SOL. ORAL GTS. FR. 15 ML,CAZI,10.55,
0000069211,90358945,SEEBRI 50 MCG PO INAL. 10 CAPS. + 1 INAL.,NOVARTIS,4.574,
0000060635,90320697,SEEBRI 50 MCG. PO INAL. 12 CAPS. + 1 INAL.,NOVARTIS,67.68,
0000060636,90320700,SEEBRI 50 MCG. PO INAL. 30 CAPS. + 1 INAL.,NOVARTIS,169.21,
0000069211,90358945,SEEBRI 50MCG PO INAL.10CAPS GEL.DURA+1INALADOR,NOVARTIS,4.574,
0000060635,90320697,SEEBRI 50MCG PO INAL.12CAPS GEL.DURA+1INALADOR,NOVARTIS,67.68,
0000060636,90320700,SEEBRI 50MCG PO INAL.30CAPS GEL.DURA+1INALADOR,NOVARTIS,169.21,
0000001960,90241363,SEKI SUSP. ORAL FR. VD. X 15 ML.,ZAMBON,29.72,
0000001959,90241355,SEKI XPE. FR. VD. X 120 ML.,ZAMBON,24.67,
0000003447,90070771,SELENE CART. 3 BL. X 21 CPRS.,EUROFARMA,0.6207,
0000003446,90070763,SELENE CART. BL. 21 CPRS. REV.,EUROFARMA,0.8996,
0000063171,90303733,SELETIV (RESTRITO HOSP.) 50 MG/ML SOL. INJ. CT. SER. PREENCH,EUROFARMA,2944.2,
0000063171,90303733,SELETIV 50MG/ML SOL.INJ.1SER.PREENCH.5ML+1AG.,EUROFARMA,2944.2,
0000015017,90145437,SELIMAX PULSO 500 MG. 9 CPRS.,LIBBS,4.904,
0000036674,90016238,SELOKEN (RESTRITO HOSP.) 1 MG/ML SOL. INJ. 5 AMPS. X 5 ML,ASTRAZENECA,27.374,REAL
0000061490,90298837,SELOKEN 100 MG. BL. 30 CPRS.,ASTRAZENECA,1.0323,
0000061490,90298837,SELOKEN 100MG 30CPDS,ASTRAZENECA,1.0323,
0000063033,90298950,"SELOPRESS 100 MG. + 12,5 MG. 30 CPRS.",ASTRAZENECA,1.0673,
0000063033,90298950,"SELOPRESS 100+12,5MG 30CPDS.",ASTRAZENECA,1.0673,
0000034750,90016262,SELOZOK 100 MG. 3 BL. X 10 CPRS. LIB. CONTROL,ASTRAZENECA,2.3333,
0000054707,90270487,SELOZOK 100 MG. 6 BL. X 10 CPRS. LIB. CONTROL,ASTRAZENECA,2.3408,
0000034748,90016297,SELOZOK 25 MG. 2 BL. X 10 CPRS. LIB. CONTROL,ASTRAZENECA,0.71,
0000034751,90016289,SELOZOK 25 MG. 3 BL. X 10 CPRS. LIB. CONTROL,ASTRAZENECA,0.7096,
0000054708,90270460,SELOZOK 25 MG. 6 BL. X 10 CPRS. LIB. CONTROL,ASTRAZENECA,0.7109,
0000077008,90373006,SELOZOK 25MG 10CPDS REV.LIB.PROLONG.,ASTRAZENECA,0.71,
0000034747,90016319,SELOZOK 50 MG. 2 BL. X 10 CPRS. LIB. CONTROL,ASTRAZENECA,1.4255,
0000034752,90016300,SELOZOK 50 MG. 3 BL. X 10 CPRS. LIB. CONTROL,ASTRAZENECA,1.4239,
0000054709,90270479,SELOZOK 50 MG. 6 BL. X 10 CPRS. LIB. CONTROL,ASTRAZENECA,1.428,
0000077009,90373014,SELOZOK 50MG 10CPDS REV.LIB.PROLONG.,ASTRAZENECA,1.426,
0000055803,90217209,SELOZOK FIX 5 MG. + 50 MG. COM LIB X 30,ASTRAZENECA,1.6956,
0000060538,90345347,SENES 10 MG. BL. 10 CPRS. (C1) SUPERA,RX,2.353,
0000060539,90345355,SENES 10 MG. BL. 30 CPRS. (C1) SUPERA,RX,2.1762,
0000060538,90345347,SENES 10MG 10CPDS,SUPERA,2.353,
0000060539,90345355,SENES 10MG 30CPDS,SUPERA,2.1762,
0000060540,90345320,SENES 5 MG. BL. 10 CPRS. (C1) SUPERA,RX,2.353,
0000060541,90345339,SENES 5 MG. BL. 30 CPRS. (C1) SUPERA,RX,2.1096,
0000060540,90345320,SENES 5MG 10CPDS,SUPERA,2.353,
0000060541,90345339,SENES 5MG 30CPDS,SUPERA,2.1096,
0000073366,90376498,SENSAZ 10 MG. CT. BL. AL. AL. X 30 CPRS.,CRISTALIA,5.104,
0000073366,90376498,SENSAZ 10MG 30CPDS,CRISTALIA,5.0989,
0000073367,90376480,SENSAZ 15 MG. CT. BL. AL. AL. X 30 CPRS.,CRISTALIA,7.6247,
0000073367,90376480,SENSAZ 15MG 30CPDS,CRISTALIA,7.617,
0000011434,90374304,SENSIDERME POM. 2 MG/G BISN. 30 G NEO,QUIMICA,9.58,
0000003809,90145453,SENSITRAM 100 MG. 30 CPRS.,LIBBS,3.8442,
0000077878,90423313,SEPTAM BD 200 MG/ML. + 50 MG/ML. PO SUSP. OR. CT. FR. PLAST.,ARESE,63.84,
0000077879,90423321,SEPTAM BD 200 MG/ML. + 50 MG/ML. PO SUSP. OR. CT. FR. PLAST.,ARESE,105.84,
0000077880,90423330,SEPTAM BD 875 MG. + 125 MG. CT. BL. AL. PLAST. TRANS. X 14 CP,ARESE,5.9391,
0000001974,90114736,SEPURIN CX. 1 BL. X 20 DRAGS.,GROSS,0.84,
0000071476,90361687,SERENATA 100 MG. 6 BL. X 10 CPRS.,TORRENT,2.4397,
0000058468,90323599,SERENATA 100 MG. CX. 3 X 10 CPRS.,TORRENT,3.1016,
0000058468,90323599,SERENATA 100MG 30CPDS REV.,TORRENT,3.1016,
0000071476,90361687,SERENATA 100MG 60CPDS REV.,TORRENT,2.4445,
0000071475,90361733,SERENATA 50 MG. 6 BL. X 10 CPRS.,TORRENT,1.4662,
0000075871,90413733,SERENATA 50 MG. CT. BL. AL. AL. X 10 CPRS. REV.,TORRENT,2.051,
0000035593,90204719,SERENATA 50 MG. CX. 30 CPRS.,TORRENT,2.0506,
0000075871,90413733,SERENATA 50MG 10CPDS,TORRENT,2.051,
0000071475,90361733,SERENATA 50MG 60CPDS REV.,TORRENT,1.4691,
0000005582,90089880,SERETIDE DISKUS 50/100 MCG. X 60 DOSES,GLAXOSMITHKLINE,87.26,
0000055487,90089910,SERETIDE DISKUS 50/250 MCG. X 28 DOSES,GLAXOSMITHKLINE,1.7322,
0000005583,90089898,SERETIDE DISKUS 50/250 MCG. X 60 DOSES,GLAXOSMITHKLINE,103.96,
0000055488,90089928,SERETIDE DISKUS 50/500 MCG. X 28 DOSES,GLAXOSMITHKLINE,2.8132,
0000005584,90089901,SERETIDE DISKUS 50/500 MCG. X 60 DOSES,GLAXOSMITHKLINE,168.91,
0000010918,90089936,SERETIDE SPRAY 25/125 MCG. 120 DS,GLAXOSMITHKLINE,103.96,
0000010919,90089944,SERETIDE SPRAY 25/250 MCG. 120 DS,GLAXOSMITHKLINE,168.91,
0000010917,90089952,SERETIDE SPRAY 25/50 MCG. 120 DS,GLAXOSMITHKLINE,87.26,
0000001976,90089979,SEREVENT DISKUS 50 MG. 60 DOSES,GLAXOSMITHKLINE,85.49,
0000003988,90016327,SEROQUEL 100 MG. CPRS. REV. CT. 2 BL. PVC OPC AL. X 14,ASTRAZENECA,11.6703,
0000003989,90016343,SEROQUEL 200 MG. CPRS. REV. CT. 2 BL. PVC OPC AL. X 14,ASTRAZENECA,20.9934,
0000003990,90016360,SEROQUEL 25 MG. CPRS. REV. CT. 1 BL. PVC OPC AL. X 14,ASTRAZENECA,3.5079,
0000038898,90016386,SEROQUEL 300 MG. CPRS. REV. CT. BL. PVC. OPC. AL. X 28,ASTRAZENECA,30.7327,
0000030856,90016408,SEROQUEL XRO 200 MG. BL. PVC OPC. AL. X 30 CPRS. REV. LIB. P,ASTRAZENECA,13.8921,
0000030857,90016432,SEROQUEL XRO 300 MG. BL. PVC OPC. AL. X 30 CPRS. REV. LIB. P,ASTRAZENECA,16.4172,
0000038901,90016424,SEROQUEL XRO 300 MG. BL. PVC. OPC. AL. X 10 CPRS. REV. LIB.,ASTRAZENECA,16.434,
0000030858,90016491,SEROQUEL XRO 50 MG. BL. PVC OPC. AL. X 30 CPRS. REV. LIB. PR,ASTRAZENECA,4.8548,
0000030991,90016483,SEROQUEL XRO 50 MG. BL. PVC. OPC. AL. X 10 CPRS. REV. LIB. P,ASTRAZENECA,4.861,
0000070948,90343760,SETH 150 MG. CT. BL. AL. AL. X 30 CPRS. REV. LIB. LENTA UNIAO,QUIMICA,2.013,
0000070949,90343778,SETH 150 MG. CT. BL. AL. AL. X 60 CPRS. REV. LIB. LENTA UNIAO,QUIMICA,1.6102,
0000070948,90343760,SETH 150MG 30CPDS REV. UNIAO,QUIMICA,2.011,
0000070949,90343778,SETH 150MG 60CPDS REV. UNIAO,QUIMICA,1.6134,
0000068522,90302591,SEVCLOT 800 MG. FR. 180 CPRS. REV.,CRISTALIA,5.5352,
0000068522,90302591,SEVCLOT 800MG FR.180CPDS REV.,CRISTALIA,5.5794,
0000028745,90048067,SEVOCRIS (RESTRITO HOSP.) 1 FR. 100 ML,CRISTALIA,648.34,REAL
0000028746,90048075,SEVOCRIS (RESTRITO HOSP.) 1 FR. 250 ML,CRISTALIA,1438.99,REAL
0000075770,90414209,SEVOFLURANO - GENERICO (RESTRITO HOSP.) 1 MG/ML SOL. INAL. CT UNIAO,QUIMICA,1126.21,
0000029234,90103017,SEVOFLURANO - GENERICO (RESTRITO HOSP.) FR. VD. AMB. X 100 M,BIOCHIMICO,474.36,REAL
0000029235,90103025,SEVOFLURANO - GENERICO (RESTRITO HOSP.) FR. VD. AMB. X 250 M,BIOCHIMICO,1052.94,REAL
0000075770,90414209,SEVOFLURANO 1ML/ML SOL.INAL.250ML UNIAO,QUIMICA,1126.21,
0000053268,90218582,SEVONESS (RESTRITO HOSP.) 100 PCC LIQ. INAL. AL X 250 ML,BAXTER,1731.25,REAL
0000063048,90330463,SEVORANE (RESTRITO HOSP.) INAL. CT. FR. PLAST. OPC. X 100 ML,ABBVIE,780.51,
0000063049,90330471,SEVORANE (RESTRITO HOSP.) INAL. CT. FR. PLAST. OPC. X 250 ML,ABBVIE,1732.62,
0000043214,90145470,"SIBLIMA 0,015 MG. + 0,060 MG. 3 BL. X 24 CPRS. REV.",LIBBS,0.8478,
0000012051,90145488,SIBLIMA 60/15 MCG BL. 24 CPRS.,LIBBS,0.9945,
0000025762,90070810,SIBUS 10 MG. BL. 30 CAPS. GEL. DURA,EUROFARMA,1.0573,
0000025763,90070836,SIBUS 15 MG. BL. 30 CAPS. GEL. DURA,EUROFARMA,1.1728,
0000073988,90336194,SIBUS 15 MG. BL. 60 CAPS. GEL. DURA,EUROFARMA,0.987,
0000073988,90336194,SIBUS 15 MG. BL. 60 CAPS. GEL. DURA,EUROFARMA,0.987,
0000073988,90336194,SIBUS 15MG 60CAPS,EUROFARMA,0.989,
0000003975,90033337,"SIFROL 0,125 MG. 3 BL. X 10 CPRS. BOEHRINGER",INGELHEI,1.2091,
0000003973,90033345,"SIFROL 0,25 MG. 30 CPRS. BOEHRINGER",INGELHEI,2.7596,
0000003974,90033418,"SIFROL 1,00 MG. 30 CPRS. BOEHRINGER",INGELHEI,8.3143,
0000039895,90033361,"SIFROL ER 0,375 MG. BL. 30 CPRS. LIB. PROL. BOEHRINGER",INGELHEI,3.1961,
0000039899,90033388,"SIFROL ER 0,75 MG. BL. 30 CPRS. LIB. PROL. BOEHRINGER",INGELHEI,6.3919,
0000039897,90033400,"SIFROL ER 1,5 MG. BL. 30 CPRS. LIB. PROL. BOEHRINGER",INGELHEI,12.7829,
0000039898,90033434,SIFROL ER 3 MG. BL. 30 CPRS. LIB. PROL. BOEHRINGER,INGELHEI,25.5671,
0000009838,90386159,SIGMA-CLAV BD 400 + 57 MG/5 ML SUSP. ORAL FR. 70 ML SIGMA,PHARMA,43.2,
0000009835,90240359,SIGMA-CLAV BD 500 MG. + 125 MG. CX. 18 CPRS. SIGMA,PHARMA,3.3688,
0000009837,90240332,SIGMA-CLAV BD 875 + 125 MG. 2 BL. X 7 CPRS. SIGMA,PHARMA,4.7345,
0000045948,90240367,SIGMA-CLAV BD 875 + 125 MG. 4 BL. X 5 CPRS. REV. SIGMA,PHARMA,4.0495,
0000010976,90322258,"SIGMACALCIDOL 0,25 MCG 30 CAPS. GEL. MOLE SIGMA",PHARMA,2.4725,
0000010977,90322266,"SIGMACALCIDOL 1,00 MCG 30 CAPS. GEL. MOLE SIGMA",PHARMA,6.2497,
0000073038,90064437,"SIGMALIV 0,5 ML XPE. FR. 100 ML",EMS,48.62,
0000073037,90064445,"SIGMALIV 0,5 ML XPE. FR. 60 ML",EMS,30.2,
0000073036,90064453,SIGMALIV 5 MG. BL. 10 CPRS. REV.,EMS,3.684,
0000073039,90239628,SIGMALIV 5 MG. BL. 30 CPRS. REV.,EMS,2.667,
0000033581,90086945,SIGMASPORIN MICRORAL 100 MG. BL. 50 CAPS. GERMED,PHARMA,10.4602,
0000033579,90086961,SIGMASPORIN MICRORAL 25 MG. BL. 50 CAPS. GERMED,PHARMA,2.6458,
0000033586,90086970,SIGMASPORIN MICRORAL 50 MG. BL. 50 CAPS. GERMED,PHARMA,5.2804,
0000033582,90235592,"SIGMATRIOL 0,25 MCG FR. 30 CAPS. GERMED",PHARMA,1.964,
0000074828,90409558,SIGNIFOR LP 20 MG. PO SUS. INJ. IM CT FA VD. TRANS. + DIL. SE,NOVARTIS,4511.81,
0000074828,90409558,SIGNIFOR LP 20MG PO SUSP. INJ.IM+DIL.SER.2ML+AG.+ADAPT.,NOVARTIS,4511.81,
0000074829,90409566,SIGNIFOR LP 40 MG. PO SUS. INJ. IM CT FA VD. TRANS. + DIL. SE,NOVARTIS,9023.62,
0000074829,90409566,SIGNIFOR LP 40MG PO SUSP.INJ.IM+DIL.SER.2ML+AG.+ADAPT.,NOVARTIS,9023.62,
0000074830,90409574,SIGNIFOR LP 60 MG. PO SUS. INJ. IM CT FA VD. TRANS. + DIL. SE,NOVARTIS,13193.9,
0000074830,90409574,SIGNIFOR LP 60MG PO SUSP.INJ.IM+DIL.SER.2ML+AG.+ADAPT,NOVARTIS,13193.9,
0000035282,90384547,SIGRAN 10 MG. 3 BL. X 10 CAPS. GERMED,PHARMA,1.0753,
0000035283,90235673,SIGRAN 15 MG. 3 BL. X 10 CAPS. GERMED,PHARMA,1.2684,
0000020877,90209656,SILGLOS 1% CREME DERM. BISN. 30 G UNIAO,QUIMICA,25.06,
0000020876,90209664,SILGLOS 1% CREME DERM. BISN. 50 G UNIAO,QUIMICA,33.96,
0000039471,90174720,SILIF 100 G. BL. 60 CPRS. REV. TAKEDA,PHARMA,1.8604,
0000039470,90174712,SILIF 100 MG. BL. 30 CPRS. REV. TAKEDA,PHARMA,2.0413,
0000039468,90174739,SILIF 50 MG. BL. 30 CPRS. REV. TAKEDA,PHARMA,1.7859,
0000071202,90387600,SILIMALON 100 MG. + 70 MG. CT. BL. AL. PLAS. INC. X 30 DRáGS ZYDUS,NIKKHO,1.554,
0000071202,90387600,SILIMALON 100+70MG 30DRGS ZYDUS,NIKKHO,1.5524,
0000001982,90324919,SILIMALON CX. 2 BL. 10 DRAGS. ZYDUS,NIKKHO,1.554,
0000060293,90328698,SILUESTAT 120 MG. 2 BL. X 21 CAPS.,EMS,2.8724,
0000060294,90328680,SILUESTAT 120 MG. 4 BL. X 21 CAPS.,EMS,2.8722,
0000060293,90328698,SILUESTAT 120MG 2BLX21CAPS,EMS,2.8724,
0000060294,90328680,SILUESTAT 120MG 4BLX21CAPS,EMS,2.8722,
0000071101,90392370,SIMBILEX (RESTRITO HOSP.) 100 MCG/ML SOL. INJ. CT. 5 FA VD.,ACHE,84.428,
0000071101,90392370,SIMBILEX 100MCG/ML SOL.INJ.5FA 2ML,ACHE,84.428,
0000071196,90384873,"SIMBRINZA 10,0 MG/ML + 20 MG/ML SUSP. OFT. CT. FR. GOT. PLAS",NOVARTIS,56.32,
0000071197,90384865,"SIMBRINZA 10,0 MG/ML + 20 MG/ML SUSP. OFT. CT. FR. GOT. PLAS",NOVARTIS,90.13,
0000071196,90384873,"SIMBRINZA 10,0+2,0MG/ML SUSP.OFT.5ML",NOVARTIS,56.32,
0000071197,90384865,"SIMBRINZA 10,0+2,0MG/ML SUSP.OFT.8ML",NOVARTIS,90.13,
0000073912,90396227,"SIMDAX (RESTRITO HOSP.) 2,5 MG/ML SOL. INJ. CT. FA VD. TRANS. BIOLAB",SANUS,5006.89,
0000075398,0,SIMETICONA (NOTIF.SIMPLIF.) 125 MG. BL. 10 CAPS.,BIOSINTETICA,1.231,
0000075394,0,SIMETICONA (NOTIF.SIMPLIF.) 40 MG. BL. 10 CPRS.,BIOSINTETICA,0.905,
0000075392,0,SIMETICONA (NOTIF.SIMPLIF.) 75 MG. EMU. OR. FR. GTS. X 10 ML,BIOSINTETICA,6.75,
0000057380,90055802,"SIMETICONA + METILBR. HOMATROPINA - GENERICO 80 + 2,5 MG/ML",EMS,9.92,
0000054991,90179978,SIMETICONA - GENERICO (RESTRITO HOSP.) 40 MG. COM. CT. BL. A PRATI,DONADUZZI,0.304,REAL
0000048393,90180011,SIMETICONA - GENERICO (RESTRITO HOSP.) 75 MG/ML. EMUL OR CX. PRATI,DONADUZZI,6.4574,REAL
0000048392,90180003,SIMETICONA - GENERICO (RESTRITO HOSP.) 75 MG/ML. EMUL OR CX. PRATI,DONADUZZI,4.7091,REAL
0000052268,90192737,SIMETICONA - GENERICO 125 MG. 10 CAPS.,SANDOZ,1.036,
0000039891,90368916,SIMETICONA - GENERICO 125 MG. 30 BL. X 3 CAPS. GEL. MOLE,MEDLEY,1.6153,
0000039890,90368908,SIMETICONA - GENERICO 125 MG. CAP. GEL MOLE CT. BL. PLAS. IN,MEDLEY,1.661,
0000039114,90368886,SIMETICONA - GENERICO 40 MG. 2 BL. X 10 CPRS.,MEDLEY,0.473,
0000039122,90179951,SIMETICONA - GENERICO 40 MG. COM. CT. BL. AL. PLAS. INC. X 2 PRATI,DONADUZZI,0.437,
0000045774,90237943,SIMETICONA - GENERICO 40 MG. COM. CT. BL. AL. PLAS. TRANS. X PRATI,DONADUZZI,0.5715,
0000034885,90120183,SIMETICONA - GENERICO 40 MG. CX. 20 CPRS. NEO,QUIMICA,0.591,
0000051895,90158067,SIMETICONA - GENERICO 40 MG. CX. 20 CPRS.,MEDQUIMICA,0.5735,
0000073259,90374568,SIMETICONA - GENERICO 75 MG. EMUL. OR. FR. GTS. 15 ML. NEO,QUIMICA,11.81,
0000035337,90158075,SIMETICONA - GENERICO 75 MG/ML FR. GTS. 15 ML,MEDQUIMICA,10.66,
0000039121,90179994,SIMETICONA - GENERICO 75 MG/ML. EMUL OR CT. FR. PLAS. OPC. G PRATI,DONADUZZI,8.03,
0000039113,90368932,SIMETICONA - GENERICO EMULSAO ORAL 15 ML.,MEDLEY,13.54,
0000060393,90311221,"SIMPONI 50 MG. SOL. INJ. CT. 1 SER. PREENCH. X 0,5 ML ACOP. JANSSEN -",CILAG,3964.16,
0000070579,90380711,"SIMPONI 50 MG. SOL. INJ. INFUS. IV CT. FA VD. TRANS. X 4,0 M JANSSEN -",CILAG,3964.16,
0000070579,90380711,"SIMPONI 50MG SOL.INJ.INFUS.IV FA 4,0ML",JANSSEN-CILAG,3964.16,
0000060393,90311221,"SIMPONI 50MG.SOL.INJ.1SER.0,5ML C/CANE.MAN.SE",JANSSEN-CILAG,3964.16,
0000078342,90409710,SIMULECT (RESTRITO HOSP.) 20 MG. PO LIOF. INJ. CT. FA VD. INC,NOVARTIS,6665.28,
0000051739,90276469,SINAVEL 100 MG. 2 BL. X 15 CPRS. REV. NOVA,QUIMICA,1.7925,
0000038951,90128010,"SINERGEN 2,5 MG. + 10 MG. BL. 7 CAPS.",BIOSINTETICA,1.8634,
0000006577,90128028,"SINERGEN 2,5 MG. + 10 MG. CAPS. GEL. DURA 3 STRP. X 10",BIOSINTETICA,1.3656,
0000038952,90128044,SINERGEN 5 MG. + 10 MG. BL. 7 CAPS.,BIOSINTETICA,2.818,
0000006578,90128036,SINERGEN 5 MG. + 10 MG. CAPS. GEL. DURA 3 STRP. X 10,BIOSINTETICA,1.315,
0000038953,90128052,SINERGEN 5 MG. + 20 MG. BL. 7 CAPS.,BIOSINTETICA,2.818,
0000006579,90128060,SINERGEN 5 MG. + 20 MG. CáPS. GEL. DURA 3 STRP X 10,BIOSINTETICA,1.315,
0000003754,90163001,SINGULAIR 10 MG. CX. 1 BL. X 10 CPRS. MERCK SHARP &,DOHME,3.405,
0000003750,90163010,SINGULAIR 10 MG. CX. 3 BL. X 10 CPRS MERCK SHARP &,DOHME,1.687,
0000003751,90163044,SINGULAIR 4 MG. CX. 1 BL. X 10 CPRS. MERCK SHARP &,DOHME,3.405,
0000003752,90163052,SINGULAIR 4 MG. CX. 3 BL. X 10 CPRS. MERCK SHARP &,DOHME,1.687,
0000003753,90163060,SINGULAIR 5 MG. CX. 1 BL. X 10 CPRS. MERCK SHARP &,DOHME,3.405,
0000003749,90163079,SINGULAIR 5 MG. CX. 3 BL. X 10 CPRS. MERCK SHARP &,DOHME,1.687,
